measure,location,sex,age,rei,year,val
YLDs (Years Lived with Disability),Massachusetts,Female,65-69 years,Diet high in processed meat,2018,450.4296037
YLDs (Years Lived with Disability),Massachusetts,Male,25-29 years,Diet high in processed meat,2018,13.19277532
YLDs (Years Lived with Disability),Michigan,Male,55-59 years,Diet high in red meat,2018,211.436082
YLDs (Years Lived with Disability),Michigan,Male,60-64 years,Diet low in fruits,2018,57.76319298
YLDs (Years Lived with Disability),Michigan,Male,30-34 years,Diet high in processed meat,2018,30.73294016
YLDs (Years Lived with Disability),Minnesota,Male,45-49 years,Diet high in sugar-sweetened beverages,2018,103.0989472
YLDs (Years Lived with Disability),Mississippi,Female,85-89 years,Diet low in vegetables,2018,41.85457657
YLDs (Years Lived with Disability),Montana,Female,70-74 years,Diet low in fiber,2018,22.38495304
YLDs (Years Lived with Disability),Nebraska,Female,40-44 years,Diet high in processed meat,2018,90.2890524
YLDs (Years Lived with Disability),New Jersey,Male,75-79 years,Diet low in whole grains,2018,218.6586708
YLDs (Years Lived with Disability),New Mexico,Male,65-69 years,Diet high in processed meat,2018,698.8138876
YLDs (Years Lived with Disability),New Mexico,Female,95+ years,Diet high in red meat,2018,158.4032767
YLDs (Years Lived with Disability),New Mexico,Female,95+ years,Diet low in whole grains,2018,146.4317864
YLDs (Years Lived with Disability),New York,Male,65-69 years,Diet high in sugar-sweetened beverages,2018,375.4182809
YLDs (Years Lived with Disability),North Carolina,Male,90-94 years,Diet low in whole grains,2018,249.6934083
YLDs (Years Lived with Disability),North Carolina,Female,75-79 years,Diet high in processed meat,2018,636.1658365
YLDs (Years Lived with Disability),North Dakota,Male,85-89 years,Diet low in whole grains,2018,201.5215785
YLDs (Years Lived with Disability),Ohio,Female,80-84 years,Diet high in processed meat,2018,671.3937646
YLDs (Years Lived with Disability),Ohio,Male,35-39 years,Diet high in sugar-sweetened beverages,2018,46.76208362
YLDs (Years Lived with Disability),Ohio,Female,45-49 years,Diet low in fiber,2018,6.938218942
YLDs (Years Lived with Disability),Ohio,Female,90-94 years,Diet low in whole grains,2018,169.4370707
YLDs (Years Lived with Disability),Oklahoma,Male,80-84 years,Diet high in sugar-sweetened beverages,2018,269.07098
YLDs (Years Lived with Disability),Oklahoma,Male,25-29 years,Diet low in vegetables,2018,0.255078237
YLDs (Years Lived with Disability),Oregon,Male,30-34 years,Diet low in fiber,2018,1.258707592
YLDs (Years Lived with Disability),Pennsylvania,Male,80-84 years,Diet low in vegetables,2018,3.936188909
YLDs (Years Lived with Disability),Pennsylvania,Male,75-79 years,Diet low in fiber,2018,29.28396285
YLDs (Years Lived with Disability),Rhode Island,Male,90-94 years,Diet high in red meat,2018,242.9092523
YLDs (Years Lived with Disability),Rhode Island,Male,35-39 years,Diet low in fruits,2018,7.552816986
YLDs (Years Lived with Disability),Rhode Island,Female,35-39 years,Diet low in whole grains,2018,15.52148372
YLDs (Years Lived with Disability),Rhode Island,Female,35-39 years,Diet high in sugar-sweetened beverages,2018,36.37460757
YLDs (Years Lived with Disability),South Carolina,Female,45-49 years,Diet low in whole grains,2018,55.90318581
YLDs (Years Lived with Disability),South Carolina,Female,30-34 years,Diet high in red meat,2018,21.05990349
YLDs (Years Lived with Disability),South Dakota,Male,75-79 years,Diet low in fiber,2018,31.18738277
YLDs (Years Lived with Disability),Tennessee,Female,35-39 years,Diet high in processed meat,2018,69.65361534
YLDs (Years Lived with Disability),Texas,Female,75-79 years,Diet high in sugar-sweetened beverages,2018,265.7583083
YLDs (Years Lived with Disability),Texas,Male,75-79 years,Diet high in sugar-sweetened beverages,2018,316.4599144
YLDs (Years Lived with Disability),Utah,Female,35-39 years,Diet low in fruits,2018,10.21301788
YLDs (Years Lived with Disability),Utah,Female,60-64 years,Diet high in sugar-sweetened beverages,2018,196.0946292
YLDs (Years Lived with Disability),Vermont,Male,85-89 years,Diet high in red meat,2018,261.9557902
YLDs (Years Lived with Disability),Virginia,Female,45-49 years,Diet low in fruits,2018,22.35044117
YLDs (Years Lived with Disability),Virginia,Female,85-89 years,Diet low in vegetables,2018,3.99109581
YLDs (Years Lived with Disability),Virginia,Female,90-94 years,Diet high in red meat,2018,146.6243588
YLDs (Years Lived with Disability),Virginia,Male,65-69 years,Diet low in fruits,2018,97.12714627
YLDs (Years Lived with Disability),Washington,Male,30-34 years,Diet low in fruits,2018,5.894301444
YLDs (Years Lived with Disability),Washington,Female,55-59 years,Diet low in whole grains,2018,65.88830299
YLDs (Years Lived with Disability),West Virginia,Male,75-79 years,Diet high in processed meat,2018,911.764932
YLDs (Years Lived with Disability),Wisconsin,Male,75-79 years,Diet high in processed meat,2018,704.2690323
YLDs (Years Lived with Disability),Wisconsin,Female,40-44 years,Diet high in sugar-sweetened beverages,2018,50.61259775
YLDs (Years Lived with Disability),Wisconsin,Female,75-79 years,Diet high in red meat,2018,217.2776682
YLDs (Years Lived with Disability),Wisconsin,Female,35-39 years,Diet high in sugar-sweetened beverages,2018,34.30006724
YLDs (Years Lived with Disability),Arizona,Male,50-54 years,Diet low in fiber,2019,13.82796127
YLDs (Years Lived with Disability),Arizona,Female,80-84 years,Diet low in whole grains,2019,139.9327093
YLDs (Years Lived with Disability),Arkansas,Male,40-44 years,Diet low in fiber,2019,6.838504579
YLDs (Years Lived with Disability),Arkansas,Male,40-44 years,Diet low in fruits,2019,32.89427867
YLDs (Years Lived with Disability),Arkansas,Male,45-49 years,Diet high in sugar-sweetened beverages,2019,120.2408304
YLDs (Years Lived with Disability),Colorado,Male,45-49 years,Diet low in whole grains,2019,41.67354384
YLDs (Years Lived with Disability),Delaware,Female,75-79 years,Diet low in whole grains,2019,167.5123331
YLDs (Years Lived with Disability),Florida,Female,70-74 years,Diet high in processed meat,2019,594.65011
YLDs (Years Lived with Disability),Florida,Female,65-69 years,Diet low in fiber,2019,24.74345704
YLDs (Years Lived with Disability),Florida,Female,70-74 years,Diet low in fiber,2019,25.39010686
YLDs (Years Lived with Disability),Georgia,Female,40-44 years,Diet low in whole grains,2019,32.73552515
YLDs (Years Lived with Disability),Idaho,Male,40-44 years,Diet low in whole grains,2019,32.6344357
YLDs (Years Lived with Disability),Idaho,Female,55-59 years,Diet low in fiber,2019,13.72050802
YLDs (Years Lived with Disability),Idaho,Female,80-84 years,Diet high in processed meat,2019,538.6127018
YLDs (Years Lived with Disability),Idaho,Male,65-69 years,Diet low in vegetables,2019,25.04741132
YLDs (Years Lived with Disability),Idaho,Male,25-29 years,Diet high in red meat,2019,7.671112751
YLDs (Years Lived with Disability),Illinois,Female,40-44 years,Diet low in whole grains,2019,23.33993118
YLDs (Years Lived with Disability),Illinois,Female,85-89 years,Diet low in fiber,2019,31.32398846
YLDs (Years Lived with Disability),Indiana,Male,35-39 years,Diet low in whole grains,2019,23.97923724
YLDs (Years Lived with Disability),Indiana,Male,75-79 years,Diet high in red meat,2019,364.6226181
YLDs (Years Lived with Disability),Indiana,Male,70-74 years,Diet low in fiber,2019,37.61367991
YLDs (Years Lived with Disability),Iowa,Male,75-79 years,Diet high in sugar-sweetened beverages,2019,305.8628707
YLDs (Years Lived with Disability),Iowa,Female,95+ years,Diet low in whole grains,2019,114.7114092
YLDs (Years Lived with Disability),Kentucky,Male,30-34 years,Diet high in red meat,2019,17.50455507
YLDs (Years Lived with Disability),Kentucky,Male,40-44 years,Diet high in red meat,2019,75.5689903
YLDs (Years Lived with Disability),Louisiana,Female,35-39 years,Diet high in red meat,2019,36.0091591
YLDs (Years Lived with Disability),Louisiana,Male,65-69 years,Diet high in processed meat,2019,766.3985957
YLDs (Years Lived with Disability),Maryland,Female,60-64 years,Diet high in sugar-sweetened beverages,2019,253.1722878
YLDs (Years Lived with Disability),Maryland,Male,35-39 years,Diet high in processed meat,2019,70.86354974
YLDs (Years Lived with Disability),Massachusetts,Male,80-84 years,Diet high in red meat,2019,323.8669835
YLDs (Years Lived with Disability),Massachusetts,Male,95+ years,Diet low in whole grains,2019,186.031281
YLDs (Years Lived with Disability),Mississippi,Male,35-39 years,Diet high in sugar-sweetened beverages,2019,48.86366909
YLDs (Years Lived with Disability),Mississippi,Male,90-94 years,Diet high in red meat,2019,188.8303198
YLDs (Years Lived with Disability),Missouri,Female,85-89 years,Diet low in fruits,2019,43.50059177
YLDs (Years Lived with Disability),Missouri,Female,75-79 years,Diet low in vegetables,2019,4.389566532
YLDs (Years Lived with Disability),Missouri,Male,70-74 years,Diet low in whole grains,2019,250.1409799
YLDs (Years Lived with Disability),Missouri,Male,85-89 years,Diet low in fruits,2019,89.84027818
YLDs (Years Lived with Disability),Missouri,Male,25-29 years,Diet high in processed meat,2019,16.75532658
YLDs (Years Lived with Disability),Montana,Male,70-74 years,Diet low in fiber,2019,28.51263813
YLDs (Years Lived with Disability),Nebraska,Male,35-39 years,Diet low in fiber,2019,2.472795867
YLDs (Years Lived with Disability),New Hampshire,Male,30-34 years,Diet low in fiber,2019,1.235177515
YLDs (Years Lived with Disability),New Hampshire,Male,75-79 years,Diet high in sugar-sweetened beverages,2019,376.392218
YLDs (Years Lived with Disability),New Jersey,Female,95+ years,Diet low in whole grains,2019,122.4352396
YLDs (Years Lived with Disability),North Carolina,Female,70-74 years,Diet high in processed meat,2019,640.8777922
YLDs (Years Lived with Disability),North Carolina,Female,45-49 years,Diet low in fiber,2019,8.288743478
YLDs (Years Lived with Disability),North Dakota,Female,40-44 years,Diet low in fiber,2019,3.550147806
YLDs (Years Lived with Disability),North Dakota,Female,25-29 years,Diet low in fruits,2019,3.649912351
YLDs (Years Lived with Disability),Ohio,Female,70-74 years,Diet high in red meat,2019,309.6890277
YLDs (Years Lived with Disability),Ohio,Female,40-44 years,Diet low in fiber,2019,5.350014517
YLDs (Years Lived with Disability),Oklahoma,Female,55-59 years,Diet low in fiber,2019,16.38487395
YLDs (Years Lived with Disability),Oklahoma,Male,30-34 years,Diet low in vegetables,2019,0.219941183
YLDs (Years Lived with Disability),Oklahoma,Female,30-34 years,Diet high in processed meat,2019,39.36220815
YLDs (Years Lived with Disability),Pennsylvania,Male,80-84 years,Diet low in whole grains,2019,210.7221076
YLDs (Years Lived with Disability),Rhode Island,Male,95+ years,Diet high in processed meat,2019,628.2901431
YLDs (Years Lived with Disability),Rhode Island,Female,35-39 years,Diet high in sugar-sweetened beverages,2019,37.37201905
YLDs (Years Lived with Disability),South Carolina,Female,25-29 years,Diet high in sugar-sweetened beverages,2019,17.10110576
YLDs (Years Lived with Disability),South Carolina,Female,65-69 years,Diet high in red meat,2019,244.5105895
YLDs (Years Lived with Disability),South Dakota,Female,45-49 years,Diet low in fiber,2019,5.873914363
YLDs (Years Lived with Disability),Utah,Female,55-59 years,Diet low in fruits,2019,22.29319143
YLDs (Years Lived with Disability),Vermont,Female,65-69 years,Diet low in vegetables,2019,2.179841016
YLDs (Years Lived with Disability),Vermont,Female,90-94 years,Diet high in processed meat,2019,396.5424297
YLDs (Years Lived with Disability),Vermont,Male,60-64 years,Diet high in red meat,2019,233.5125393
YLDs (Years Lived with Disability),Virginia,Male,35-39 years,Diet low in whole grains,2019,23.48742018
YLDs (Years Lived with Disability),Virginia,Female,55-59 years,Diet high in sugar-sweetened beverages,2019,202.6014591
YLDs (Years Lived with Disability),Virginia,Male,45-49 years,Diet high in processed meat,2019,217.6900316
YLDs (Years Lived with Disability),Washington,Female,95+ years,Diet high in sugar-sweetened beverages,2019,126.5482432
YLDs (Years Lived with Disability),Washington,Male,35-39 years,Diet high in processed meat,2019,62.131926
YLDs (Years Lived with Disability),Washington,Female,90-94 years,Diet low in fiber,2019,34.76349414
YLDs (Years Lived with Disability),Washington,Female,35-39 years,Diet low in fruits,2019,10.05127819
YLDs (Years Lived with Disability),West Virginia,Male,45-49 years,Diet high in processed meat,2019,253.0936371
YLDs (Years Lived with Disability),West Virginia,Female,35-39 years,Diet low in fruits,2019,15.44779041
YLDs (Years Lived with Disability),Alabama,Male,50-54 years,Diet high in processed meat,2020,373.9939667
YLDs (Years Lived with Disability),Alaska,Female,40-44 years,Diet low in fiber,2020,5.440283396
YLDs (Years Lived with Disability),Alaska,Male,55-59 years,Diet low in vegetables,2020,2.722427689
YLDs (Years Lived with Disability),Arizona,Female,80-84 years,Diet high in red meat,2020,153.5471508
YLDs (Years Lived with Disability),Arkansas,Male,50-54 years,Diet high in processed meat,2020,324.6518477
YLDs (Years Lived with Disability),Arkansas,Female,25-29 years,Diet low in fruits,2020,4.881701987
YLDs (Years Lived with Disability),California,Male,60-64 years,Diet low in whole grains,2020,150.8904949
YLDs (Years Lived with Disability),California,Female,85-89 years,Diet high in sugar-sweetened beverages,2020,161.9866966
YLDs (Years Lived with Disability),California,Female,70-74 years,Diet high in red meat,2020,234.4512141
YLDs (Years Lived with Disability),Colorado,Male,35-39 years,Diet low in whole grains,2020,17.04646779
YLDs (Years Lived with Disability),Connecticut,Male,90-94 years,Diet low in vegetables,2020,5.666736774
YLDs (Years Lived with Disability),Delaware,Male,80-84 years,Diet low in whole grains,2020,262.3170744
YLDs (Years Lived with Disability),Delaware,Female,75-79 years,Diet high in processed meat,2020,665.4345694
YLDs (Years Lived with Disability),Delaware,Female,35-39 years,Diet low in whole grains,2020,17.77548787
YLDs (Years Lived with Disability),District of Columbia,Male,30-34 years,Diet low in whole grains,2020,7.505819113
YLDs (Years Lived with Disability),District of Columbia,Male,30-34 years,Diet high in sugar-sweetened beverages,2020,16.94755986
YLDs (Years Lived with Disability),Florida,Male,80-84 years,Diet low in whole grains,2020,259.0714188
YLDs (Years Lived with Disability),Florida,Female,75-79 years,Diet low in fiber,2020,33.6520167
YLDs (Years Lived with Disability),Florida,Female,60-64 years,Diet low in vegetables,2020,3.431390139
YLDs (Years Lived with Disability),Florida,Female,30-34 years,Diet low in fruits,2020,8.666687999
YLDs (Years Lived with Disability),Hawaii,Female,85-89 years,Diet low in whole grains,2020,153.3477742
YLDs (Years Lived with Disability),Hawaii,Male,80-84 years,Diet high in processed meat,2020,768.1266224
YLDs (Years Lived with Disability),Idaho,Male,80-84 years,Diet high in red meat,2020,316.06999
YLDs (Years Lived with Disability),Idaho,Female,75-79 years,Diet high in red meat,2020,270.5977665
YLDs (Years Lived with Disability),Idaho,Female,55-59 years,Diet high in sugar-sweetened beverages,2020,146.3014257
YLDs (Years Lived with Disability),Idaho,Male,45-49 years,Diet low in whole grains,2020,52.05685912
